platform_seq,platform_name,song_type_txt,album_cd,album_name_kor,album_name_eng,song_cd,song_name_kor,song_name_eng,song_release_date,artist_cd,artist_name_kor,artist_name_eng,mem_cd,mem_name,track_cd,isrc_cd,interest_yn,platform_artist_ids,platform_song_ids
80,지니뮤직,대중음악,A1020175,사랑 참 어렵다 (이승철 10th 리패키지),Lee Seung Chul 10th the Land of Dreams Mutopia,A1020175T001,듣고있나요,Are you listening,44287,S121586,이승철,Lee Seung Chul,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1020175T001,QZEKE1928977,Y,{},"{""GENIE"": ""80114048""}"
80,지니뮤직,대중음악,A1020175,사랑 참 어렵다 (이승철 10th 리패키지),Lee Seung Chul 10th the Land of Dreams Mutopia,A1020175T002,그런사람 또 없습니다,No one else like that,44287,S121586,이승철,Lee Seung Chul,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1020175T002,QZEKE1928978,Y,{},"{""GENIE"": ""80114049""}"
80,지니뮤직,OST,A1020179,커피하우스 (Original Television Soundtrack) Pt. 2,커피하우스 (Original Television Soundtrack) Pt. 2,A1020179T001,페이지원,페이지원,44287,"S100831,S102307","SG워너비,옥주현","SG Wannabe,JooHyun Oak","L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1020179T001,QZEKE1928849,Y,{},"{""GENIE"": ""80728457""}"
80,지니뮤직,대중음악,A1020183,For Our Love Sake,For Our Love Sake,A1020183T002,아껴둔 사랑을 위해,아껴둔 사랑을 위해,44287,S113136,이주원,이주원,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1020183T002,QZEKE1928659,Y,{},"{""GENIE"": ""16239597""}"
80,지니뮤직,OST,A1020187,편지 (Original Soundtrack),The Letter (Original Soundtrack),A1020187T009,Stand By Me,Stand By Me,44287,S110043,Ben E. King,Ben E. King,L20231652,주식회사 플랜비뮤직,A1020187T009,QZEKE1928862,Y,{},"{""GENIE"": ""80059019""}"
80,지니뮤직,대중음악,A1020200,첫사랑,First Love,A1020200T001,첫사랑(From 응답하라 1994),First Love(From 응답하라 1994),44287,S110968,써니사이드,MJ,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1020200T001,QZEKE1928765,Y,{},"{""GENIE"": ""81968546""}"
80,지니뮤직,대중음악,A1020834,"우리가 사랑한 그 노래, 새가수 Episode 1","The song we loved, a new singer Episode 1",A1020834T003,영일만 친구,Yeongil Bay friend,44393,S118991,오현우,Oh Hyeonu,"L20220888,L20221260,L20221261","정호뮤직,주식회사 금길,주식회사 애플뮤직",A1020834T003,QZNCB2161948,Y,{},"{""GENIE"": ""93767153""}"
80,지니뮤직,대중음악,A1020834,"우리가 사랑한 그 노래, 새가수 Episode 1","The song we loved, a new singer Episode 1",A1020834T006,소녀와 가로등,Girl and the lamppost,44393,S114328,이나영,Lee Nayeong,"L20220888,L20221260,L20221261","정호뮤직,주식회사 금길,주식회사 애플뮤직",A1020834T006,QZNCB2161951,Y,{},"{""GENIE"": ""93767156""}"
80,지니뮤직,대중음악,A1020858,015B Anthology Part.3,"015B Anthology, Pt.3",A1020858T001,세월의 흔적 다 버리고,Let go of all the trace of time,44378,"S123984,S121518","공일오비,오왠","015B,O.WHEN",L20221456,주식회사 엠티엠홀딩스,A1020858T001,KRA341759119,Y,{},"{""GENIE"": ""87598275""}"
80,지니뮤직,대중음악,A1021031,"우리가 사랑한 그 노래, 새가수 Episode 2","The song we loved, a new singer Episode 2",A1021031T002,지상에서 영원으로,From Supremacy To Eternity,44400,S114467,유다은,Ryu Da Eun,"L20220888,L20221260,L20221261","정호뮤직,주식회사 금길,주식회사 애플뮤직",A1021031T002,QZNCB2164868,Y,{},"{""GENIE"": ""93821976""}"
80,지니뮤직,대중음악,A1021148,1st Single Album [WHAT'S GOIN' ON],1st Single Album [WHAT'S GOIN' ON],A1021148T001,WHAT'S GOIN' ON,WHAT'S GOIN' ON,44445,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1021148T001,QZNCB2169970,Y,{},"{""GENIE"": ""94190352""}"
80,지니뮤직,대중음악,A1021517,사랑했던 우리가 어떻게 친구가 되니,How can we become friends who we loved,A1021517T001,사랑했던 우리가 어떻게 친구가 되니,How can we become friends who we loved,44492,S111380,송하예,Ha Yea Song,L20221456,주식회사 엠티엠홀딩스,A1021517T001,QZNCB2173397,Y,{},"{""GENIE"": ""94691940""}"
80,지니뮤직,뉴에이지,A1035467,베베팝의 포근한 동요 자장가,Lullaby Piano Music For Babies,A1035467T001,브람스 자장가,Brahms Lullaby,44519,S119217,베베팝,Bebepop,L20220666,플라이트래빗,A1035467T001,QZNCB2173857,Y,{},"{""GENIE"": ""94999310""}"
80,지니뮤직,대중음악,A1035705,LOVE ME LIKE,LOVE ME LIKE,A1035705T001,LOVE ME LIKE,LOVE ME LIKE,44566,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1035705T001,QZNCB2174414,Y,{},"{""GENIE"": ""95568773""}"
80,지니뮤직,대중음악,A1035705,LOVE ME LIKE,LOVE ME LIKE,A1035705T002,ACTION,ACTION,44566,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1035705T002,QZNCB2174415,Y,{},"{""GENIE"": ""95568774""}"
80,지니뮤직,대중음악,A1035705,LOVE ME LIKE,LOVE ME LIKE,A1035705T004,LIAR,LIAR,44566,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1035705T004,QZNCB2174417,Y,{},"{""GENIE"": ""95568776""}"
80,지니뮤직,대중음악,A1035705,LOVE ME LIKE,LOVE ME LIKE,A1035705T005,전화해요 (PLEASE),PLEASE,44566,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1035705T005,QZNCB2174418,Y,{},"{""GENIE"": ""95568777""}"
80,지니뮤직,뉴에이지,A1035986,베베팝의 베이비 오르골자장가,Bebepop's Baby Orgel Lullaby,A1035986T008,섬집아기,Island Baby,44575,S119217,베베팝,Bebepop,L20220666,플라이트래빗,A1035986T008,QZNCB2177898,Y,{},"{""GENIE"": ""95664628""}"
80,지니뮤직,대중음악,A1036666,별이될게,Tears in heaven,A1036666T001,별이될게,Tears in heaven,44611,S118276,제이세라,J-Cera,L20221456,주식회사 엠티엠홀딩스,A1036666T001,QZNCB2182604,Y,{},"{""GENIE"": ""96047370""}"
80,지니뮤직,어린이,A1036917,다나랜드 인기동요 1,DANALAND BEST KIDS SONGS 1,A1036917T003,곰 세 마리,Three Bears,44642,S122632,다나랜드,DANALAND,L20221288,다날엔터_IP 자체제작,A1036917T003,QZNCB2183032,Y,{},"{""GENIE"": ""96343412""}"
80,지니뮤직,대중음악,A1036984,Phoenix Rising,Phoenix Rising,A1036984T002,혼자하는 사랑,Love alone,44713,S123647,Ann One,Ann One,L20221342,손성원,A1036984T002,QZNCB2184460,Y,{},"{""GENIE"": ""16171327""}"
80,지니뮤직,어린이,A1037118,다나랜드 인기동요 2,DANALAND BEST KIDS SONGS 2,A1037118T001,산토끼,Jack Rabbit,44663,S122632,다나랜드,DANALAND,L20221288,다날엔터_IP 자체제작,A1037118T001,QZNCB2183396,Y,{},"{""GENIE"": ""96511644""}"
80,지니뮤직,대중음악,A1037744,樂서(Story Written in Music),Story Written in Music,A1037744T001,VENUS(연결),VENUS,44727,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1037744T001,QZNCB2184657,Y,{},"{""GENIE"": ""97071515""}"
80,지니뮤직,대중음악,A1037744,樂서(Story Written in Music),Story Written in Music,A1037744T002,PLAY DUMB,PLAY DUMB,44727,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1037744T002,QZNCB2184658,Y,{},"{""GENIE"": ""97071516""}"
80,지니뮤직,대중음악,A1037744,樂서(Story Written in Music),Story Written in Music,A1037744T010,DRY FLOWER,DRY FLOWER,44727,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1037744T010,QZNCB2184666,Y,{},"{""GENIE"": ""97071524""}"
80,지니뮤직,대중음악,A1037744,樂서(Story Written in Music),Story Written in Music,A1037744T012,간직해줘(LOVE),LOVE,44727,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1037744T012,QZNCB2184668,Y,{},"{""GENIE"": ""97071526""}"
80,지니뮤직,대중음악,A1037810,F4 스페셜 에디션,F4 Special Edition,A1037810T006,가슴이 어떻게 됐나봐,Something happened to my heart,44682,S123182,에이앤티,A&T,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1037810T006,KRA490900947,Y,{},"{""GENIE"": ""76053391""}"
80,지니뮤직,대중음악,A1037810,F4 스페셜 에디션,F4 Special Edition,A1037810T007,나쁜 마음을 먹게해 (Ballad Ver.),Make me feel bad (Ballad Ver.),44682,S123179,티맥스,T-MAX,"L20231652,L20252417","아이원 주식회사 (I ONE),주식회사 플랜비뮤직",A1037810T007,KRA490900948,Y,{},"{""GENIE"": ""76053392""}"
80,지니뮤직,대중음악,A1044138,1st Mini Album 'VAMOS',1st Mini Album 'VAMOS',A1044138T002,VAMOS,VAMOS,44743,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1044138T002,KRA382159092,Y,{},"{""GENIE"": ""93640026""}"
80,지니뮤직,대중음악,A1044138,1st Mini Album 'VAMOS',1st Mini Album 'VAMOS',A1044138T004,OMEGA X,OMEGA X,44743,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1044138T004,KRA382159094,Y,{},"{""GENIE"": ""93640026""}"
80,지니뮤직,OST,A1046539,모든 게 착각이었다 OST Part. 2,It Was All a Mistake OST Part. 2,A1046539T001,In The Novel,In The Novel,44938,S147330,민니 ((여자)아이들),MINNIE,"L20221246,L20221265,L20221288","다날엔터_IP 자체제작,다산북스,주식회사 에일뮤직",A1046539T001,QZNCB2185121,Y,{},"{""GENIE"": ""100160371""}"
80,지니뮤직,대중음악,A1060810,DNA 싱어 - 판타스틱 패밀리 Round 8,DNA Singer - Fantastic Family Round 8,A1060810T002,엄마가 딸에게,Mother to Daughter,44799.5,"S152169,S152168","강두,송한국","SONG YONG SIK,SONG HAN KUK",L20221247,주식회사 브릿지씨,A1060810T002,QZNCB2185463,Y,{},"{""GENIE"": ""98053855""}"
80,지니뮤직,대중음악,A1062393,Break Up,Break Up,A1062393T001,홀로 (feat. 김나영),홀로 (feat. 김나영),44805.5,S152574,정키 (정희웅),Jungkey,L20231514,주식회사 온앤온아이피스튜디오,A1062393T001,KRA341629916,Y,{},"{""GENIE"": ""81461610""}"
80,지니뮤직,대중음악,A1068570,MAMA,MAMA,A1068570T002,"MAMA (Feat. 구윤회, 한예슬, 신종욱, 김나영)","MAMA (Feat. 구윤회, 한예슬, 신종욱, 김나영)",44805.5,S152574,정키 (정희웅),Jungkey,L20231514,주식회사 온앤온아이피스튜디오,A1068570T002,KRA341300372,Y,{},"{""GENIE"": ""82609426""}"
80,지니뮤직,클래식,A1075463,Endless Love/仲良ピース(사이 좋게 평화),Endless Love/仲良ピース(사이 좋게 평화),A1075463T001,Endless Love,Endless Love,44836.5,S155836,Shouta Aoi,Shouta Aoi,L20221308,지누락엔터테인먼트,A1075463T001,JPKI02214052,Y,{},"{""GENIE"": ""98432292""}"
80,지니뮤직,대중음악,A1106359,너를 보는게 지친 하루에,Seeing you on a tough day,A1106359T001,너를 보는게 지친 하루에,Seeing you on a tough day,45004,S111380,송하예,Ha Yea Song,"L20220530,L20221436","더하기미디어,주식회사 디스튜디오",A1106359T001,QZNCB2194580,Y,{},"{""GENIE"": ""100908458""}"
80,지니뮤직,대중음악,A1107541,Dream,Dream,A1107541T001,Dream,Dream,45040.75,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1107541T001,QZNCB2198398,Y,{},"{""GENIE"": ""101440521""}"
80,지니뮤직,대중음악,A1110902,새벽 (SIX STORIES),DAWN (SIX STORIES),A1110902T001,삶,Life,45117.5,S106243,나훈아,Na Hoon-A,"L20220920,L20221323","다날엔터_예소리 수수료,예소리",A1110902T001,QZNCB2149588,Y,{},"{""GENIE"": ""102601437""}"
80,지니뮤직,대중음악,A1110902,새벽 (SIX STORIES),DAWN (SIX STORIES),A1110902T006,기장갈매기,Gijang`s Seagull,45117.5,S106243,나훈아,Na Hoon-A,"L20220920,L20221323","다날엔터_예소리 수수료,예소리",A1110902T006,QZNCB2149593,Y,{},"{""GENIE"": ""102601442""}"
80,지니뮤직,대중음악,A1118342,Doppelganger,Doppelganger,A1118342T001,Doppelganger,Doppelganger,45176.5,S122437,윙 (WING),WING,L20221265,주식회사 에일뮤직,A1118342T001,QGNCB2306798,Y,{},"{""GENIE"": ""103367550""}"
80,지니뮤직,대중음악,A1127447,사랑 참...,Because of love,A1127447T001,사랑 참...,Because of love,45235.75,S118276,제이세라,J-Cera,"L20220530,L20221288","다날엔터_IP 자체제작,더하기미디어",A1127447T001,QGNCB2309621,Y,{},"{""GENIE"": ""104184347""}"
80,지니뮤직,대중음악,A1127555,iykyk,iykyk,A1127555T002,JUNK FOOD,JUNK FOOD,45237.75,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1127555T002,QGNCB2309628,Y,{},"{""GENIE"": ""104194281""}"
80,지니뮤직,대중음악,A1127555,iykyk,iykyk,A1127555T003,Touch,Touch,45237.75,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1127555T003,QGNCB2309629,Y,{},"{""GENIE"": ""104194282""}"
80,지니뮤직,대중음악,A1127555,iykyk,iykyk,A1127555T004,HEY!,HEY!,45237.75,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1127555T004,QGNCB2309630,Y,{},"{""GENIE"": ""104194283""}"
80,지니뮤직,대중음악,A1127555,iykyk,iykyk,A1127555T005,ISLAND,ISLAND,45237.75,S119450,OMEGA X,OMEGA X,L20231533,주식회사 아이피큐,A1127555T005,QGNCB2309631,Y,{},"{""GENIE"": ""104194284""}"
80,지니뮤직,대중음악,A1130714,내 사랑,My Love,A1130714T001,고맙습니다,Thank You,44845.5,S114745,유해준,Yoo Hae Joon,L20220673,청엔터테인먼트,A1130714T001,KSB012301019,Y,{},"{""GENIE"": ""98560047""}"
80,지니뮤직,일렉트로니카,A1130927,Habanera,Habanera,A1130927T001,Habanera,Habanera,45280.5,S122437,윙 (WING),WING,L20221265,주식회사 에일뮤직,A1130927T001,KSB012301087,Y,{},"{""GENIE"": ""104856176""}"
80,지니뮤직,대중음악,A1135021,잘자요 아가씨,잘자요 아가씨,A1135021T001,잘자요 아가씨 (Prod. 과나),잘자요 아가씨 (Prod. 과나),45351.5,"S189102,S189103","다나카,닛몰캐쉬","TANAKA,닛몰캐쉬",L20231642,UMAG,A1135021T001,KRF502400197,Y,{},"{""GENIE"": ""105612801""}"
80,지니뮤직,대중음악,A1135965,To Love Somebody,To Love Somebody,A1135965T001,오늘은 가지마,오늘은 가지마,40928.5,S154698,임세준,Im Se Jun,L20241925,레이벡스,A1135965T001,QZEKE1885959,Y,{},"{""GENIE"": ""81218375""}"
80,지니뮤직,대중음악,A1137313,니가 보고싶을 때,니가 보고싶을 때,A1137313T001,니가 보고싶을 때,니가 보고싶을 때,45413.5,S108472,109,109,L20241925,레이벡스,A1137313T001,KRA381800293,Y,{},"{""GENIE"": ""88120631""}"
80,지니뮤직,대중음악,A1138269,Rob Roy,Rob Roy,A1138269T001,Rob Roy,Rob Roy,45429.5,S189996,Beatpella House,Beatpella House,L20221265,주식회사 에일뮤직,A1138269T001,KSB012313024,Y,{},"{""GENIE"": ""106580556""}"
80,지니뮤직,OST,A1138560,구가의 서 (Original Soundtrack) PART6,Gu Family Book (Original Soundtrack) PART6,A1138560T001,잘있나요,Best Wishes to you,45439.5,S190097,더원,The One,L20231652,주식회사 플랜비뮤직,A1138560T001,QZEKE1808101,Y,{},"{""GENIE"": ""81909383""}"
80,지니뮤직,OST,A1138561,구가의 서 (OST) PART7,Gu Family Book OST PART7,A1138561T001,너 하나야,Only you,45439.5,S111077,포맨,4MEN,L20231652,주식회사 플랜비뮤직,A1138561T001,QZEKE1808103,Y,{},"{""GENIE"": ""81924721""}"
80,지니뮤직,OST,A1138640,역적 : 백성을 훔친 도적 (OST) Part.5,Rebel: Thief Who Stole the People OST Part.5,A1138640T001,상사화,Magic Lily,45439.5,S111068,안예은,안예은,L20231652,주식회사 플랜비뮤직,A1138640T001,KRE621700005,Y,{},"{""GENIE"": ""87001968""}"
80,지니뮤직,대중음악,A1140361,Let's Play The Game,Let's Play The Game,A1140361T005,Plastic Love (Inst.),Plastic Love (Inst.),45502.5,S191307,시계태엽오렌지,A Clockwork Orange,L20241862,스튜디오사인,A1140361T005,KSB012318573,Y,{},"{""GENIE"": ""107300144""}"
80,지니뮤직,뉴에이지,A1140530,공부할 때 듣기 좋은 힐링음악 피아노 4집,공부할 때 듣기 좋은 힐링음악 피아노 4집,A1140530T002,Jesus Saves,Jesus Saves,45483.5,S184664,Julia,Julia,L20221299,RIAK,A1140530T002,KRRAR2417100,Y,{},"{""GENIE"": ""113359843""}"
80,지니뮤직,대중음악,A1143934,잘 지내,Take care,A1143934T001,잘 지내,Take care,45505,S193493,youz,youz,L20231642,UMAG,A1143934T001,KRMM02311095,Y,{},"{""GENIE"": ""105213523""}"
80,지니뮤직,일렉트로니카,A1145783,Bounce (Real Master JINRO),Bounce (Real Master JINRO),A1145783T001,Bounce,Bounce,45527.5,S122437,윙 (WING),WING,L20221265,주식회사 에일뮤직,A1145783T001,KSB012321259,Y,{},"{""GENIE"": ""107543031""}"
80,지니뮤직,대중음악,A1146130,Candy Thief,Candy Thief,A1146130T001,Candy Thief,Candy Thief,45534.5,S189996,Beatpella House,Beatpella House,L20221265,주식회사 에일뮤직,A1146130T001,KSB012321457,Y,{},"{""GENIE"": ""107597441""}"
80,지니뮤직,대중음악,A1147034,발걸음,,A1147034T004,보고싶다,,45559.5,S197290,쭌92,JJUNE,L20231514,주식회사 온앤온아이피스튜디오,A1147034T004,KSB012323160,Y,{},"{""GENIE"": ""107811822""}"
80,지니뮤직,대중음악,A1147192,DOF ep #still,DOF ep #still,A1147192T001,Bring it (With Maya),Bring it (With Maya),45569.5,S189037,DOF,DOF,L20221436,주식회사 디스튜디오,A1147192T001,KSB012324008,Y,{},"{""GENIE"": ""107907134""}"
80,지니뮤직,일렉트로니카,A1147984,Triviallusion,Triviallusion,A1147984T001,Triviallusion,Triviallusion,45593.5,S122437,윙 (WING),WING,L20221265,주식회사 에일뮤직,A1147984T001,KSB012325436,Y,{},"{""GENIE"": ""108164878""}"
80,지니뮤직,일렉트로니카,A1151965,Dopamine,Dopamine,A1151965T001,Dopamine,Dopamine,45701.5,S122437,윙 (WING),WING,L20221265,주식회사 에일뮤직,A1151965T001,KSB012333207,Y,{},"{""GENIE"": ""109065581""}"
80,지니뮤직,대중음악,A1156004,잘 지내고 있는지 궁금해,,A1156004T001,잘 지내고 있는지 궁금해,,45748,S116420,V.O.S,V.O.S,L20231652,주식회사 플랜비뮤직,A1156004T001,KRA382000264,Y,{},"{""GENIE"": ""89831917""}"
80,지니뮤직,대중음악,A1156005,다시 만날까 봐,,A1156005T001,다시 만날까 봐,,45748,S116420,V.O.S,V.O.S,L20231652,주식회사 플랜비뮤직,A1156005T001,KRA381904097,Y,{},"{""GENIE"": ""89339699""}"
80,지니뮤직,대중음악,A1157521,I Like It Hot,I Like It Hot,A1157521T001,I Like It Hot,I Like It Hot,45798.75,S136096,블랙스완,BLACKSWAN,L20220433,DR뮤직,A1157521T001,KSB012338348,Y,{},"{""GENIE"": ""110154101""}"
80,지니뮤직,대중음악,A1160322,SUMMER SPECIAL SINGLE [LOVE HIGH],SUMMER SPECIAL SINGLE [LOVE HIGH],A1160322T001,LOVE HIGH,LOVE HIGH,45880.75,S199183,LOVEONE(러브원),LOVEONE,L20241989,주식회사 초록별 엔터테인먼트,A1160322T001,KSB012342297,Y,{},"{""GENIE"": ""111250119""}"
80,지니뮤직,OST,A1160595,여행을 대신해 드립니다 OST Part.6,My lovely journey OST Part.6,A1160595T001,문을 나선 순간 (Vocal. 소하),Out the door (Vocal. SOHA),45886.5,S214545,SAY MY NAME (세이마이네임),SAY MY NAME,L20231694,주식회사 빅오션이엔엠,A1160595T001,KSB012342729,Y,{},"{""GENIE"": ""111377456""}"
80,지니뮤직,대중음악,A1160874,RE:AL iii,RE:AL iii,A1160874T002,Forbidden Midnight (Real ver.),Forbidden Midnight (Real ver.),45898.75,S185321,iii(아이아이아이),iii,L20231694,주식회사 빅오션이엔엠,A1160874T002,KSB012343097,Y,{},"{""GENIE"": ""111559671""}"
80,지니뮤직,OST,A1163552,화려한 날들 OST Part.5,Our Golden Days OST Part.5,A1163552T001,화려한 날들,Our golden days,45907.75,S121510,황인욱,Hwang In Wook,L20221060,주식회사 로이,A1163552T001,KSB012343505,Y,{},"{""GENIE"": ""111618959""}"
80,지니뮤직,OST,A1163941,화려한 날들 OST Part.6,Our Golden Days OST Part.6,A1163941T001,그대인가 봐,May You,45914.75,S135634,조현아 (어반자카파),Jo Hyun Ah,L20221060,주식회사 로이,A1163941T001,KSB012343795,Y,{},"{""GENIE"": ""111762436""}"
80,지니뮤직,대중음악,A1164666,Humanity's Emotions Vol.2,Humanity's Emotions Vol.2,A1164666T003,A Waltz of Sunshine,A Waltz of Sunshine,45947.5,S196987,우리들의 씬스틸러,Scene Stealer of Us,L20221435,주식회사 비크엔터테인먼트,A1164666T003,KRMIM2550647,Y,{},"{""GENIE"": ""112178606""}"
80,지니뮤직,대중음악,A1164666,Humanity's Emotions Vol.2,Humanity's Emotions Vol.2,A1164666T009,What Remains,What Remains,45947.5,S196987,우리들의 씬스틸러,Scene Stealer of Us,L20221435,주식회사 비크엔터테인먼트,A1164666T009,KRMIM2550653,Y,{},"{""GENIE"": ""112178612""}"
